,Age,Gender,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comprehensive_care,comprehensive_support
347,3,0,No,Yes,Yes,Never,More than 1000,No,Yes,Don't know,Don't know,No,No,No,Yes,No,No,Don't know,No,Don't know_No,Yes_Yes
348,0,0,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Don't know_No,Don't know_Don't know
349,0,2,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,Yes_Yes,Don't know_Don't know
350,1,0,No,No,No,Often,6-25,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Maybe,Don't know,No,Don't know_No,No_No
351,0,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't know,No,No,No,No,No,Yes,Yes,No,Yes_Yes,Yes_Yes
352,1,0,No,No,No,Never,6-25,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,No_No,No_Don't know
353,0,0,No,Yes,Yes,Often,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Yes_Not sure,Don't know_Yes
354,0,1,No,Yes,No,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,No,Yes_Yes,Yes_No
355,1,0,No,No,Yes,Sometimes,100-1000,No,No,Yes,Don't know,No,No,Some of them,No,No,No,No,No,No_Yes,No_Don't know
356,2,0,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,No_No
357,2,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No,Yes_Yes,Don't know_Yes
358,2,0,No,No,Yes,Sometimes,100-1000,Yes,Yes,Don't know,Somewhat easy,Yes,Yes,Some of them,Some of them,No,Maybe,Don't know,No,No_No,No_No
359,1,0,Yes,No,No,Never,1-5,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,No_Yes,No_No
360,2,1,No,No,No,Never,6-25,No,Yes,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,Don't know,No,No_No,No_No
361,2,0,Yes,Yes,Yes,Rarely,26-100,Yes,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No,No_No,No_Don't know
362,0,0,Yes,Yes,Yes,Rarely,100-1000,Yes,No,No,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,No,No_No,No_Don't know
363,2,0,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Don't know,No,No,Some of them,Yes,No,Yes,Yes,No,Yes_Yes,Yes_Yes
365,1,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No,Don't know_Not sure,No_Don't know
366,2,0,No,Yes,No,Never,More than 1000,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,Yes_No,Yes_Yes
367,2,0,No,Yes,Yes,Often,100-1000,No,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,No_Yes,No_No
368,0,0,No,Yes,Yes,Rarely,100-1000,No,Yes,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,Yes_No,No_Don't know
369,0,0,No,No,Yes,Sometimes,6-25,No,No,No,Very easy,Yes,No,Some of them,No,No,Maybe,No,No,Don't know_Not sure,No_No
370,0,1,No,No,No,Never,More than 1000,No,Yes,Yes,Somewhat easy,No,No,No,Some of them,No,No,Yes,No,Yes_No,Yes_Yes
371,3,0,No,Yes,Yes,Often,More than 1000,No,Yes,Don't know,Somewhat difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes,Yes_No,Yes_Yes
372,3,0,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,Yes_Yes,Yes_Yes
373,2,1,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,Yes_Yes,Yes_Yes
374,0,1,No,Yes,Yes,Rarely,26-100,No,Yes,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Yes,Don't know,No,Don't know_Not sure,Don't know_No
375,3,0,No,No,Yes,Never,26-100,Yes,Yes,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,Yes_Yes,Don't know_Don't know
376,0,1,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Don't know,Yes,Maybe,No,No,No,No,No,No,Yes_Yes,No_No
377,0,1,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,No,Don't know_No,No_No
378,2,1,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,Yes_Yes,Yes_Yes
379,0,1,No,Yes,Yes,Never,More than 1000,No,Yes,Yes,Don't know,Maybe,No,No,No,No,No,Don't know,No,Yes_Yes,No_Yes
380,3,0,No,No,Yes,Never,100-1000,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No,Yes_Not sure,No_Don't know
381,0,0,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,Yes_No,Yes_Yes
382,1,0,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No,Yes_No,No_No
383,0,0,No,Yes,Yes,Often,26-100,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,No,No,No_No,No_No
384,0,0,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No,Don't know_No,No_No
385,0,1,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,Yes,No,No,Don't know,No,Yes_Yes,No_Don't know
386,3,0,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Don't know_Not sure,No_No
387,1,2,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No,Yes_Yes,No_No
388,0,1,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No,Don't know_Not sure,No_No
389,2,1,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Yes,Don't know,No,Yes_Yes,No_Yes
391,3,1,No,Yes,Yes,Rarely,More than 1000,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,Don't know,No,Yes_No,Don't know_Don't know
392,1,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Somewhat easy,Yes,No,Some of them,No,No,No,Don't know,No,Don't know_No,No_Don't know
393,0,0,No,Yes,Yes,Often,26-100,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No,Don't know_No,Don't know_Don't know
394,0,1,No,Yes,No,Never,100-1000,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,No_No,No_No
395,1,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Yes_Not sure,No_Don't know
396,3,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No,Don't know_No,No_No
397,2,0,No,No,No,Sometimes,6-25,No,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,Yes,No_No,No_No
398,2,1,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,Don't know_Not sure,No_No
399,1,0,No,No,Yes,Sometimes,100-1000,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes,No,Don't know_Not sure,Don't know_Don't know
400,0,0,No,Yes,Yes,Often,6-25,No,Yes,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,No,No,Yes_Yes,No_No
401,1,0,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,Yes_Yes,No_No
402,0,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,No,Don't know_No,No_Don't know
403,2,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,Yes_Yes,No_No
404,1,0,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Very easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,Don't know_No,No_No
405,0,0,No,Yes,No,Never,6-25,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,No,No,Yes_Yes,No_Yes
406,2,0,No,Yes,Yes,Never,26-100,Yes,Yes,Don't know,Don't know,Yes,Maybe,Yes,Some of them,No,No,Yes,No,Yes_Yes,Yes_Yes
407,2,0,No,No,No,Never,More than 1000,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Yes,No,Don't know_No,Don't know_Don't know
408,0,0,Yes,No,No,Never,6-25,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,No,Don't know,No,Don't know_No,No_No
409,1,1,No,Yes,No,Never,100-1000,No,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,No_No,No_No
410,2,0,No,Yes,Yes,Often,More than 1000,Yes,Yes,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No,Yes_Yes,No_No
411,1,1,No,Yes,Yes,Rarely,More than 1000,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,Don't know_Not sure,No_Don't know
412,0,0,No,Yes,No,Never,More than 1000,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,Yes,Don't know_Not sure,Don't know_Don't know
413,1,2,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,Yes,Yes,No,Don't know_No,No_No
414,0,1,No,No,Yes,Sometimes,100-1000,Yes,Yes,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No,Don't know_Not sure,Don't know_Don't know
415,1,0,No,Yes,No,Often,6-25,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,Don't know_No,No_Don't know
416,1,1,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe,No,No,Don't know_Not sure,No_No
417,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No,No,No_No,No_No
418,2,0,No,No,No,Never,6-25,No,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Don't know,No,No_No,No_No
419,3,0,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,Yes,No_Yes,No_Don't know
420,1,0,No,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,Yes_No,No_No
421,0,0,No,No,No,Never,26-100,Yes,Yes,Don't know,Don't know,No,No,Some of them,No,No,Yes,Don't know,No,Don't know_No,Don't know_No
422,1,0,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes_Yes,Yes_No
423,2,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,No_No,No_Don't know
424,1,1,No,No,Yes,Rarely,More than 1000,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,Yes_Yes,No_Don't know
425,0,0,No,No,No,Sometimes,6-25,No,No,Yes,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,Don't know_Not sure,No_Yes
426,0,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,No_Yes,No_No
427,0,1,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Yes_Not sure,Yes_Don't know
428,0,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,No,No,Yes,No,No,Yes,Don't know,No,Yes_No,No_No
429,0,1,No,No,No,Never,More than 1000,No,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Yes,No,Yes_Yes,Yes_Yes
430,1,0,Yes,No,No,Never,100-1000,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,Don't know_No,No_No
431,0,1,No,Yes,Yes,Rarely,6-25,No,Yes,Don't know,Very easy,Yes,No,No,Some of them,No,Yes,Yes,No,No_No,No_No
432,2,0,Yes,No,Yes,Often,1-5,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Yes,Yes,Don't know,No,No_No,No_No
433,2,0,No,No,No,Sometimes,26-100,No,Yes,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,Don't know,No,Don't know_No,No_No
434,0,1,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,No_No
435,1,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_No,No_Don't know
436,0,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,Yes,Don't know_Not sure,Don't know_Don't know
437,0,0,No,No,No,Never,100-1000,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
438,0,1,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Yes_Yes,No_Don't know
439,1,0,No,Yes,Yes,Rarely,1-5,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Yes_Yes,Yes_Yes
440,0,0,No,Yes,No,Sometimes,6-25,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No,No_No,No_No
441,2,0,No,No,No,Rarely,More than 1000,Yes,Yes,Don't know,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,Yes_No,Yes_Don't know
442,3,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,Yes,Yes_Yes,Yes_Yes
443,2,1,No,No,No,Never,100-1000,Yes,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,Yes_No,Don't know_No
444,0,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,Yes_Yes,No_No
445,3,0,No,Yes,No,Often,More than 1000,No,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,Yes_No,No_Don't know
446,2,0,No,Yes,No,Never,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,Yes_Not sure,Don't know_Don't know
447,0,1,No,No,Yes,Sometimes,100-1000,No,Yes,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,Yes_Yes,No_No
448,0,0,No,No,Yes,Rarely,26-100,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Yes_Yes,Yes_No
449,3,0,No,Yes,Yes,Rarely,More than 1000,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Yes_Yes,Yes_Yes
450,3,0,Yes,Yes,Yes,Often,6-25,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Yes_Yes,No_No
451,3,2,No,Yes,No,Never,More than 1000,No,Yes,Yes,Don't know,Yes,Maybe,No,Some of them,No,Maybe,Yes,No,Yes_Yes,Yes_Don't know
452,1,0,No,Yes,Yes,Often,More than 1000,No,Yes,Don't know,Very difficult,Yes,No,Some of them,No,No,No,No,Yes,Yes_Yes,Yes_No
453,2,0,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,Don't know,No,Don't know_Not sure,No_No
454,0,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Don't know,Yes,No,No,No,No,Yes,Don't know,No,Don't know_Not sure,No_Don't know
455,2,0,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Don't know,No,Don't know_No,No_No
456,0,0,No,No,No,Rarely,6-25,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,No_Yes,No_No
457,2,0,No,Yes,No,Never,100-1000,No,Yes,Yes,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,Yes_No,No_No
458,2,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Yes,Yes,No,No_No,No_No
459,3,0,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Yes_No,No_No
460,1,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Don't know_No,Don't know_Don't know
461,2,1,No,No,No,Never,100-1000,No,Yes,Don't know,Very easy,Maybe,No,Some of them,Yes,No,No,Yes,No,Yes_Not sure,Yes_Yes
462,1,0,No,No,No,Sometimes,6-25,Yes,Yes,Don't know,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Don't know,No,No_Yes,No_No
463,0,1,No,Yes,No,Never,26-100,No,Yes,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,Maybe,No,No,Don't know_Not sure,No_No
464,0,0,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,Yes,No,Don't know_No,Yes_Don't know
465,3,0,Yes,No,Yes,Sometimes,26-100,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,No_No,No_No
466,3,0,No,Yes,Yes,Rarely,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,No,No,Yes_Yes,No_No
467,1,0,No,No,Yes,Sometimes,More than 1000,No,Yes,No,Very difficult,Yes,Maybe,No,Some of them,No,Maybe,No,No,No_No,No_No
468,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Maybe,No,No,No_Yes,No_No
469,3,1,No,No,Yes,Rarely,100-1000,Yes,Yes,Yes,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,Yes_Yes,No_No
470,1,0,No,No,Yes,Sometimes,100-1000,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Yes_Yes,Yes_Yes
471,3,0,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,Yes,No,Yes_Yes,Yes_Yes
472,1,0,No,No,No,Sometimes,6-25,No,Yes,Don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No,Don't know_No,No_No
473,3,1,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,Yes_Yes,No_Yes
474,2,0,No,No,No,Sometimes,6-25,Yes,Yes,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,Don't know_No,No_No
475,3,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No,Yes_Not sure,Yes_Yes
476,0,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes,No_Not sure,No_No
477,0,0,Yes,Yes,Yes,Often,26-100,Yes,Yes,Don't know,Don't know,No,Maybe,Yes,Yes,Maybe,Yes,Don't know,No,Don't know_No,Don't know_Don't know
478,0,0,No,No,No,Never,100-1000,Yes,No,Don't know,Very easy,Yes,No,No,No,No,Maybe,Don't know,No,Don't know_No,No_Don't know
479,1,1,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,Don't know_Not sure,No_No
480,0,0,No,No,No,Never,26-100,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Yes,No,Don't know_Not sure,Don't know_Don't know
481,3,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Yes,Don't know,No,Yes_Yes,Yes_Yes
482,0,1,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,Don't know_Not sure,Don't know_Don't know
483,1,0,No,No,Yes,Rarely,6-25,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Yes_Yes,No_No
484,3,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,Don't know_No,No_Don't know
485,3,0,No,No,Yes,Sometimes,26-100,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes,No,Yes,No_Yes,Don't know_No
486,1,1,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No,Don't know_Not sure,No_No
487,1,0,Yes,Yes,Yes,Often,1-5,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,No_Yes,No_No
488,0,0,No,No,No,Sometimes,6-25,No,Yes,Yes,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,No_No,No_No
489,2,0,No,No,No,Never,6-25,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,No_No,No_No
490,1,0,No,No,No,Never,More than 1000,No,Yes,Yes,Don't know,No,No,No,Some of them,No,No,Yes,No,Yes_Not sure,Don't know_Don't know
491,1,0,No,No,No,Rarely,100-1000,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,No_No
492,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes,No_No,No_No
493,0,1,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,Yes,No_No,Don't know_Don't know
494,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
495,0,1,No,Yes,Yes,Often,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,Yes,Yes_Not sure,Don't know_No
496,2,0,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes,Yes_Not sure,No_No
497,0,1,Yes,Yes,Yes,Often,1-5,Yes,Yes,Yes,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes,Don't know_Not sure,No_No
498,3,0,No,No,Yes,Sometimes,More than 1000,Yes,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,No,No,No_Yes,Yes_Yes
499,2,0,No,No,No,Rarely,6-25,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,Don't know_Not sure,Don't know_Don't know
500,3,1,No,No,Yes,Never,26-100,No,Yes,Yes,Don't know,Maybe,Maybe,No,No,No,No,No,No,Yes_Yes,No_No
501,3,0,Yes,Yes,No,Never,More than 1000,No,Yes,No,Don't know,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,No_No,No_No
502,2,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,No,No,No,Some of them,No,Maybe,Don't know,No,No_Not sure,No_Don't know
503,0,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,No,No,Yes,Yes,No,Yes,Don't know,No,Don't know_Not sure,Don't know_Yes
504,2,1,No,No,Yes,Sometimes,100-1000,No,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No,No_Yes,No_No
505,3,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No,Yes_Yes,Yes_Yes
506,3,0,No,No,No,Never,100-1000,No,No,Don't know,Very difficult,Maybe,No,Yes,Yes,Maybe,Yes,No,No,Yes_No,Yes_No
507,2,0,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Yes_No,No_No
508,3,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Yes,Yes,No,Yes_Yes,Yes_Yes
509,0,0,No,No,No,Never,More than 1000,No,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,Yes_Not sure,Yes_Don't know
510,2,1,No,No,Yes,Sometimes,100-1000,Yes,Yes,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,Yes_Yes,Yes_Yes
511,0,1,No,No,No,Sometimes,6-25,No,Yes,No,Somewhat easy,Maybe,No,Some of them,No,No,No,Yes,No,No_No,No_No
512,1,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,Don't know_Not sure,No_Don't know
513,3,0,No,No,No,Never,26-100,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,Yes_Yes,Yes_Yes
514,3,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't know,Yes,No,No,No,No,No,No,No,Yes_Not sure,Yes_Yes
515,3,0,No,No,No,Never,6-25,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Don't know_No,No_Don't know
516,3,0,No,No,Yes,Rarely,100-1000,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,Yes_Not sure,Yes_Yes
517,3,1,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Very easy,Maybe,No,Yes,Yes,No,No,No,Yes,Yes_Yes,Yes_Yes
518,2,0,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,No,No,Yes_Yes,No_No
519,2,0,No,Yes,Yes,Often,26-100,No,Yes,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,No,No,No_Yes,No_No
520,3,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No,Yes_Yes,Don't know_Yes
521,0,1,No,No,No,Never,More than 1000,No,No,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
